pid	sid	vcf_id
P57506	S66735	UNC_MOD1584
P57543	S33055	UNC_MOD2284
P57575	S10658	JHU_TSS_916_2609_1
P57591	S20922	UNC_MOD2473
P57601	S76776	UW_EPIC_2934
P57604	S87620	UNC_MOD0802
P57635	S93947	JHU_TSS_220_127_1
P57643	S33091	JHU_TSS_628_2071_1
P57661	S79149	JHU_TSS_110_1135_1
P57709	S96951	UW_EPIC_34824
P57712	S89313	UW_EPIC_2183
P57726	S45174	UNC_MOD2343
P57774	S97902	JHU_TSS_525_1884_1
P57779	S39369	JHU_TSS_953_2687_2
P57779	S52112	JHU_TSS_953_2687_1
P57811	S19112	UW_EPIC_35788
P57815	S31700	UW_EPIC_1002
P57826	S29960	JHU_TSS_995_2767_1
P57839	S99892	UNC_MOD0579
P57841	S70792	JHU_TSS_1022_2875_1
P57852	S17922	JHU_TSS_43_1019_1
P57883	S34506	UNC_MOD1383
P57886	S49942	UW_EPIC_34725
P57922	S52127	UNC_MOD0916
P57925	S31771	JHU_TSS_74_1072_1
P57942	S17785	JHU_TSS_127_1169_1
P57949	S52869	UNC_MOD2068
P57977	S20380	UNC_MOD2568
P57982	S40665	UW_EPIC_12097
P58005	S94740	UW_EPIC_1532
P58034	S31089	JHU_TSS_925_2624_1
P58036	S76522	JHU_TSS_340_1533_1
P58041	S57577	JHU_TSS_278_1409_1
P58042	S28572	JHU_TSS_812_2416_1
P58057	S46698	JHU_TSS_884_2552_1
P58098	S66637	UW_EPIC_3929
P58111	S37758	UNC_MOD0411
P58126	S30615	JHU_TSS_820_2452_1
P58127	S45096	JHU_TSS_726_2246_1
P58139	S90636	JHU_TSS_956_2694_1
P58148	S63848	JHU_CFRD_426_10486_1
P58152	S90049	UW_EPIC_2841
P58174	S33333	UW_EPIC_236
P58185	S64414	UW_EPIC_2408_2
P58197	S16024	UW_EPIC_3915
P58221	S60061	JHU_TSS_901_2586_1
P58225	S47357	UNC_MOD1043
P58244	S59364	JHU_TSS_206_1284_1
P58245	S67657	JHU_TSS_751_2295_1
P58248	S37488	UW_EPIC_3661
P58311	S39582	JHU_TSS_131_1180_1
P58315	S78459	UNC_MOD2275
P58330	S44774	UW_EPIC_4182
P58334	S96840	JHU_TSS_740_2274_1
P58363	S53999	JHU_CFRD_317_10376_1
P58368	S61227	UNC_MOD1462
P58379	S30473	JHU_TSS_162_1217_1
P58410	S89153	UNC_MOD2199
P58424	S68045	UW_EPIC_1901
P58426	S51535	JHU_TSS_334_1523_1
P58452	S89552	UNC_MOD1522
P58453	S10992	UW_EPIC_128
P58468	S50374	JHU_TSS_822_2459_1
P58507	S83536	UNC_MOD2224
P58524	S53605	UW_EPIC_2482
P58541	S58493	JHU_TSS_292_1442_1
P58554	S69250	UNC_MOD1945
P58622	S95970	UW_EPIC_173
P58656	S78805	UNC_MOD0048
P58657	S69157	JHU_TSS_152_1317_1
P58682	S98479	UNC_MOD1975
P58709	S15367	JHU_TSS_255_1368_1
P58733	S46181	JHU_TSS_505_1885_1
P58740	S78174	JHU_TSS_957_2695_1
P58751	S94629	JHU_TSS_517_1866_1
P58752	S48132	UNC_MOD0870
P58755	S39587	JHU_TSS_373_1590_1
P58757	S43333	UW_EPIC_2922
P58758	S15392	JHU_TSS_747_2288_1
P58782	S10845	JHU_TSS_745_2284_1
P58795	S13158	UNC_MOD1059
P58815	S72092	UW_EPIC_36391
P58822	S15764	JHU_TSS_177_114_1
P58833	S79437	UNC_MOD1474
P58847	S89022	UNC_MOD2397
P58886	S36561	UW_EPIC_2100
P58890	S29898	UNC_MOD1694
P58915	S72591	UNC_MOD2099
P58930	S26860	UNC_MOD0913
P58948	S97645	UW_EPIC_3784
P58965	S94714	JHU_TSS_770_2338_1
P58967	S50140	UNC_MOD0789
P58984	S73120	UNC_MOD1746
P59008	S42667	JHU_TSS_127_1157_1
P59011	S87715	JHU_TSS_173_1232_1
P59046	S42449	JHU_TSS_604_2030_1
P59059	S78423	JHU_TSS_662_2128_1
P59064	S79028	UNC_MOD1990
P59079	S66158	UW_EPIC_1607
P59092	S25965	UNC_MOD0090
P59118	S47564	UNC_MOD0987
P59125	S82960	JHU_TSS_193_1258_1
P59150	S71706	JHU_TSS_1023_2820_1
P59184	S25644	UNC_MOD0300
P59266	S29046	JHU_TSS_673_2150_1
P59290	S48296	JHU_TSS_876_2541_1
P59297	S84977	UNC_MOD0022
P59345	S91600	UNC_MOD1194
P59356	S29014	UNC_MOD1083
P59384	S31581	UW_EPIC_35193
P59402	S91713	UNC_MOD2729
P59417	S55682	UNC_MOD0694
P59434	S29159	UW_EPIC_103
P59472	S65262	UW_EPIC_1482
P59492	S15835	UNC_MOD1100
P59509	S34052	JHU_TSS_591_2176_1
P59573	S15738	JHU_TSS_980_2739_1
P59590	S13854	UW_EPIC_207
P59595	S29551	UNC_MOD2553
P59621	S98463	JHU_TSS_764_2325_1
P59630	S73923	UW_EPIC_4255
P59637	S56451	JHU_TSS_102_82_1
P59644	S12056	UW_EPIC_35770
P59647	S61925	UNC_MOD1161
P59661	S34071	UW_EPIC_3709
P59698	S93067	UW_EPIC_1515
P59704	S96881	JHU_TSS_359_1564_1
P59735	S58886	JHU_TSS_601_2022_1
P59736	S46977	UNC_MOD1363
P59773	S16897	UNC_MOD0919
P59782	S54591	UW_EPIC_35181
P59795	S61580	UW_EPIC_3645
P59812	S37081	JHU_CFRD_543_10603_1
P59817	S89477	UNC_MOD0794
P59825	S85848	UNC_MOD0672
P59838	S70704	JHU_TSS_345_1545_1
P59848	S32893	UNC_MOD0909
P59850	S76520	UNC_MOD0999
P59864	S31716	JHU_TSS_711_2220_1
P59879	S12998	UW_EPIC_1705
P59896	S81628	JHU_TSS_747_2287_1
P59910	S28263	JHU_TSS_254_1423_1
P59941	S38759	JHU_TSS_562_1948_1
P59976	S82857	JHU_TSS_243_141_1
P59977	S10432	UNC_MOD0305
P60000	S30368	UW_EPIC_1656
P60002	S76459	JHU_TSS_553_1932_1
P60071	S76527	JHU_TSS_922_2636_1
P60081	S98157	UNC_MOD0073
P60082	S21943	JHU_TSS_965_2705_1
P60100	S26264	JHU_TSS_551_1929_1
P60136	S18039	UNC_CFLD5055
P60142	S88982	UNC_MOD0842
P60159	S50047	JHU_TSS_846_2484_1
P60165	S27704	JHU_TSS_332_1519_1
P60167	S40707	UW_EPIC_3211
P60170	S51242	JHU_TSS_397_1652_1
P60181	S17390	UNC_MOD1358
P60185	S80065	JHU_TSS_776_2353_1
P60197	S67453	JHU_TSS_378_1599_1
P60211	S25058	UNC_MOD0242
P60214	S90653	JHU_TSS_543_1934_1
P60281	S11835	UW_EPIC_1512
P60283	S90896	UW_EPIC_1628
P60308	S41790	JHU_TSS_714_2224_1
P60327	S90915	JHU_TSS_919_2615_1
P60339	S43814	JHU_TSS_638_2086_1
P60377	S95095	UW_EPIC_12478
P60397	S40067	JHU_TSS_218_1306_1
P60405	S87568	UNC_MOD2737
P60412	S28871	UNC_MOD2347
P60416	S14342	UW_EPIC_144
P60431	S85142	UW_EPIC_422
P60446	S51250	UW_EPIC_1865
P60461	S87933	UNC_MOD0335
P60472	S21840	JHU_TSS_321_1631_1
P60490	S91807	UNC_MOD2215
P60504	S67347	JHU_TSS_1047_2874_1
P60537	S54970	JHU_TSS_671_2147_1
P60563	S55300	JHU_TSS_293_1443_1
P60583	S16436	JHU_TSS_170_1227_1
P60600	S21124	UW_EPIC_380
P60609	S38626	UNC_MOD1291
P60611	S46215	UW_EPIC_2316
P60620	S69852	UW_EPIC_195
P60622	S55266	JHU_TSS_501_1835_1
P60627	S13040	JHU_CFRD_469_10529_1
P60661	S86079	UW_EPIC_2612
P60662	S49316	UNC_MOD2520
P60704	S77256	UNC_MOD2082
P60719	S15884	UNC_MOD0921
P60737	S29219	UW_EPIC_1015
P60738	S79977	UNC_MOD2629
P60744	S99358	JHU_TSS_309_1481_1
P60759	S28049	UW_EPIC_3522
P60769	S11972	JHU_TSS_656_2113_1
P60815	S88011	UNC_MOD0208
P60830	S67880	UNC_MOD1754
P60845	S93511	UW_EPIC_7246
P60856	S49272	JHU_TSS_2_3_1
P60863	S95616	UNC_MOD2620
P60885	S28086	JHU_TSS_427_1693_1
P60902	S90948	UW_EPIC_3191
P60946	S44427	UNC_MOD1493
P60953	S64552	UW_EPIC_471
P60971	S68191	UW_EPIC_1528
P60982	S49252	JHU_TSS_204_1279_1
P60994	S55241	UNC_MOD1918
P61035	S81943	UW_EPIC_2844
P61039	S59701	JHU_TSS_903_2590_1
P61055	S45061	UW_EPIC_4129
P61067	S72333	JHU_TSS_1001_2778_1
P61086	S87312	JHU_TSS_439_1721_1
P61099	S90882	UW_EPIC_457
P61175	S90403	UNC_MOD2328
P61218	S97886	UW_EPIC_3888
P61234	S28698	JHU_TSS_1051_2887_1
P61267	S87218	UW_EPIC_2515
P61285	S76901	JHU_TSS_93_76_1
P61289	S20106	UNC_MOD0123
P61290	S22094	UNC_CFLD5658
P61295	S88175	UW_EPIC_2439
P61316	S69956	UNC_MOD1248
P61338	S80050	UNC_MOD0225
P61378	S39865	JHU_TSS_859_2505_1
P61436	S66300	UW_EPIC_2801
P61461	S28812	UW_EPIC_2268
P61464	S94699	JHU_TSS_598_2140_1
P61467	S51438	JHU_TSS_340_1534_1
P61480	S22643	UNC_MOD0736
P61515	S68722	UNC_MOD1768
P61519	S43428	UW_EPIC_355
P61523	S81443	JHU_TSS_621_2061_1
P61535	S17528	JHU_TSS_2_4_1
P61561	S17948	UNC_MOD1317
P61563	S17524	UW_EPIC_1701
P61625	S71328	UW_EPIC_996
P61633	S57102	JHU_TSS_660_2122_1
P61646	S18629	JHU_TSS_553_1931_1
P61652	S95006	JHU_TSS_469_1778_1
P61687	S90373	UNC_MOD2470
P61714	S89706	JHU_TSS_245_1352_1
P61762	S65331	UW_EPIC_11902
P61794	S89499	UNC_MOD2084
P61800	S66831	JHU_TSS_449_1741_1
P61820	S47298	JHU_TSS_941_2662_1
P61823	S99682	JHU_TSS_661_2124_1
P61831	S18653	JHU_TSS_239_1345_1
P61893	S64275	JHU_TSS_355_1565_1
P61897	S79599	UW_EPIC_2361
P61916	S73059	UW_EPIC_13220
P61954	S46344	UNC_MOD1169
P61972	S95657	JHU_TSS_923_2630_1
P62000	S84574	JHU_TSS_169_1226_1
P62008	S35222	UNC_MOD0481
P62032	S97473	UNC_MOD0317
P62044	S18414	UNC_MOD1651
P62047	S90487	UW_EPIC_3726_1
P62072	S73675	UNC_MOD0713
P62089	S60596	UNC_MOD1213
P62116	S77427	JHU_TSS_1039_2862_1
P62153	S58232	UW_EPIC_2270_2
P62204	S35689	UNC_MOD0722
P62215	S20098	JHU_TSS_281_1415_1
P62220	S77476	UNC_MOD0568
P62224	S70013	JHU_TSS_521_1876_1
P62228	S88912	JHU_TSS_905_2605_1
P62244	S95736	JHU_TSS_367_1582_1
P62250	S32723	JHU_TSS_320_1497_1
P62251	S19041	UNC_MOD1249
P62252	S40792	JHU_TSS_15_36_1
P62260	S80081	JHU_TSS_1023_2836_1
P62310	S99877	UNC_MOD2235
P62316	S52758	UW_EPIC_4887
P62321	S84556	JHU_TSS_109_1133_1
P62338	S38922	UNC_MOD1552
P62343	S27154	UNC_MOD0314
P62354	S93681	UNC_MOD1276
P62362	S29226	JHU_TSS_331_1517_1
P62386	S87756	JHU_TSS_232_1767_1
P62401	S80784	JHU_TSS_789_2442_1
P62412	S32934	UNC_MOD0312
P62483	S56589	UW_EPIC_3525
P62537	S71297	UW_EPIC_1617
P62546	S62080	JHU_TSS_335_153_1
P62565	S51385	UW_EPIC_133
P62566	S13837	UNC_MOD1441
P62575	S23331	JHU_CFRD_266_10325_1
P62608	S94127	UNC_MOD2083
P62622	S74482	UW_EPIC_1608
P62632	S65855	JHU_TSS_165_108_1
P62636	S72794	UW_EPIC_220
P62646	S31931	JHU_TSS_266_1387_1
P62680	S39053	JHU_TSS_508_1851_1
P62699	S19132	UNC_MOD2606
P62702	S14796	JHU_TSS_154_1203_1
P62709	S54383	JHU_TSS_578_1992_1
P62715	S18989	UNC_MOD1263
P62717	S90099	JHU_TSS_28_1002_1
P62717	S38657	UW_EPIC_274
P62779	S50842	UNC_MOD0595
P62780	S63210	JHU_TSS_1049_2878_1
P62816	S65873	UNC_MOD1723
P62854	S69918	UW_EPIC_2122
P62871	S68896	UNC_MOD1504
P62890	S25967	UNC_MOD0119
P62905	S13919	JHU_TSS_570_1963_1
P62967	S80553	UW_EPIC_1551
P62990	S57196	UW_EPIC_34734
P62995	S90426	JHU_TSS_569_1960_1
P63044	S60815	UW_EPIC_4093
P63053	S68637	JHU_TSS_534_1900_1
P63114	S41023	UNC_MOD0265
P63123	S63248	UW_EPIC_2104
P63135	S97678	JHU_TSS_221_1316_1
P63160	S97442	JHU_CFRD_108_10136_1
P63182	S91455	JHU_CFRD_485_10545_1
P63185	S35237	JHU_TSS_390_1620_1
P63237	S77836	UW_EPIC_1999
P63243	S40541	UNC_MOD1348
P63254	S84112	JHU_TSS_937_2654_1
P63259	S22540	JHU_TSS_557_1940_1
P63283	S99252	UNC_MOD2065
P63284	S70208	UW_EPIC_1890
P63295	S24432	JHU_TSS_803_2418_1
P63299	S58456	UNC_MOD1617
P63303	S18746	JHU_TSS_86_1095_1
P63357	S37077	UNC_MOD1246
P63370	S29545	UNC_MOD0633
P63414	S88705	UNC_MOD0412
P63422	S78421	UW_EPIC_3297
P63444	S96294	JHU_TSS_240_138_1
P63473	S99020	UW_EPIC_2748
P63509	S13988	JHU_TSS_445_1733_1
P63542	S82807	JHU_TSS_392_1624_1
P63591	S68234	UNC_MOD0752
P63600	S91737	UNC_MOD1601
P63601	S30619	UNC_MOD1190
P63606	S83644	UNC_MOD0565
P63613	S72309	UNC_MOD0891
P63625	S92554	UW_EPIC_154
P63634	S81714	JHU_TSS_774_2346_1
P63639	S86492	UW_EPIC_3006
P63644	S38326	UNC_MOD1137
P63677	S30267	UW_EPIC_275
P63705	S56040	UW_EPIC_13000_2
P63735	S80870	UNC_MOD0164
P63746	S14302	UW_EPIC_1582
P63766	S23995	UNC_MOD1374
P63791	S80144	JHU_TSS_834_2462_1
P63799	S77776	UNC_MOD2666
P63813	S50958	UW_EPIC_3378
P63814	S89384	UNC_MOD0449
P63832	S81067	UNC_MOD1379
P63839	S45863	UW_EPIC_2653
P63856	S52828	JHU_TSS_732_2276_1
P63859	S27889	UNC_MOD1637
P63874	S87724	UW_EPIC_2436
P63885	S40154	UW_EPIC_11158
P63891	S16139	UW_EPIC_2273
P63907	S77627	UW_EPIC_2327
P63917	S13034	UW_EPIC_2181_1
P63944	S64486	UW_EPIC_34821
P63949	S18851	JHU_TSS_598_2014_1
P63955	S17098	JHU_TSS_116_92_1
P63979	S89666	UNC_MOD1720
P63997	S21012	UW_EPIC_2549
P64001	S71863	UW_EPIC_3880
P64029	S67088	JHU_CFRD_432_10492_1
P64034	S57706	UW_EPIC_35786
P64038	S73398	JHU_TSS_705_2207_1
P64043	S48822	JHU_TSS_515_1864_1
P64044	S81444	UW_EPIC_261
P64048	S78655	UW_EPIC_3609
P64111	S18967	UW_EPIC_107
P64142	S35385	UNC_MOD0934
P64152	S19022	UNC_MOD1623
P64154	S55470	UNC_MOD1821
P64184	S27232	UW_EPIC_2136
P64233	S17000	UNC_MOD2488
P64237	S99937	UNC_MOD2594
P64255	S41741	JHU_TSS_774_2381_1
P64283	S49819	JHU_TSS_629_2074_1
P64290	S75955	JHU_TSS_657_2115_1
P64295	S57713	JHU_TSS_306_1468_1
P64308	S15020	UNC_MOD0491
P64312	S46218	UW_EPIC_2114
P64332	S65343	UW_EPIC_1662
P64339	S19275	UNC_MOD2062
P64344	S71661	UNC_MOD1323
P64347	S86538	JHU_TSS_1007_2789_1
P64372	S89247	UW_EPIC_3812
P64383	S26476	UW_EPIC_2665
P64427	S92241	UNC_MOD0681
P64444	S49742	JHU_TSS_232_1334_1
P64449	S19312	JHU_TSS_731_2256_1
P64450	S37352	UNC_MOD0996
P64459	S73280	JHU_TSS_241_1347_1
P64480	S47984	JHU_TSS_853_2540_1
P64492	S72485	UNC_MOD2327
P64528	S40091	UNC_MOD1052
P64555	S14470	UNC_MOD0623
P64560	S77305	UNC_MOD0055
P64613	S77365	UNC_MOD0267
P64616	S35703	UNC_MOD2281
P64626	S75042	JHU_TSS_545_1914_1
P64627	S18193	JHU_TSS_425_1691_1
P64748	S71199	JHU_TSS_989_2755_1
P64754	S62864	JHU_TSS_460_1758_1
P64786	S66463	JHU_TSS_330_1515_1
P64802	S19330	UW_EPIC_413_1
P64815	S37625	UW_EPIC_2667
P64824	S43885	UW_EPIC_2330
P64826	S89953	UNC_MOD1858
P64832	S49518	UNC_MOD2073
P64836	S14464	JHU_TSS_70_71_1
P64843	S31665	UNC_MOD2717
P64848	S99481	UW_EPIC_257
P64859	S67647	JHU_BL_14_1
P64860	S10479	UNC_MOD1842
P64864	S13625	JHU_TSS_629_2073_1
P64989	S35409	UW_EPIC_2166
P64992	S13730	JHU_TSS_1010_2792_1
P65004	S63412	UW_EPIC_2671
P65006	S71999	JHU_TSS_233_1336_1
P65007	S37491	UNC_MOD2659
P65013	S75544	UNC_MOD2584
P65035	S62051	UNC_MOD1463
P65051	S13877	UW_EPIC_1560
P65062	S57137	JHU_TSS_633_2080_1
P65099	S63946	JHU_TSS_548_1920_1
P65106	S77730	UW_EPIC_138
P65128	S64465	UNC_MOD2165
P65155	S77513	UW_EPIC_265
P65174	S47644	JHU_TSS_358_1563_1
P65202	S40968	UW_EPIC_1557
P65203	S78568	JHU_TSS_578_1979_1
P65223	S43179	UNC_MOD1105
P65271	S42882	UW_EPIC_34857_1
P65277	S61276	JHU_TSS_936_2650_1
P65285	S50366	JHU_TSS_88_1104_1
P65291	S22814	JHU_CFRD_512_10572_1
P65323	S88696	UW_EPIC_4138
P65338	S42607	UNC_MOD0749
P65382	S59894	UW_EPIC_2621
P65413	S96221	JHU_TSS_938_2655_1
P65414	S36410	UW_EPIC_7247
P65435	S57585	JHU_TSS_770_2337_1
P65447	S10464	JHU_TSS_982_2872_1
P65456	S62735	UW_EPIC_4281
P65464	S47233	UNC_MOD0998
P65472	S40106	UNC_MOD0782
P65508	S18017	UW_EPIC_13895
P65526	S24855	UW_EPIC_3039
P65555	S29962	UNC_CFLD1160
P65558	S73057	JHU_TSS_857_2566_1
P65637	S79392	UNC_MOD0728
P65646	S39486	UNC_MOD0779
P65650	S36884	UNC_MOD0995
P65672	S73058	JHU_TSS_754_2300_1
P65678	S44710	JHU_TSS_412_1663_1
P65750	S90577	UNC_MOD0477
P65758	S21107	UNC_MOD2679
P65769	S62111	JHU_TSS_162_1216_1
P65781	S55820	UW_EPIC_4133
P65795	S54918	JHU_TSS_461_1759_1
P65821	S60229	UW_EPIC_3614
P65826	S32525	UW_EPIC_35169
P65837	S89660	JHU_TSS_139_1714_1
P65860	S65173	UNC_MOD1681
P65868	S27797	JHU_TSS_581_1984_1
P65897	S18425	JHU_TSS_1009_2791_1
P65900	S16940	UNC_MOD1571
P65918	S40241	UNC_MOD0536
P65955	S21190	UNC_MOD0362
P65959	S52411	JHU_TSS_138_1176_1
P65990	S87612	UNC_MOD1513
P66013	S92035	JHU_TSS_70_70_1
P66043	S68557	JHU_TSS_806_2461_1
P66061	S16676	UNC_MOD2330
P66097	S30658	UNC_MOD0933
P66102	S95002	UNC_MOD0458
P66104	S10475	UNC_MOD0513
P66161	S10155	UNC_MOD0594
P66164	S93052	UNC_MOD0741
P66229	S62527	JHU_TSS_137_1175_1
P66231	S92946	JHU_TSS_996_2768_1
P66276	S81366	JHU_TSS_1043_247_1
P66288	S79623	JHU_TSS_1002_2788_1
P66310	S15873	UNC_MOD2708
P66319	S37527	JHU_TSS_326_1505_1
P66332	S45633	JHU_TSS_323_152_1
P66351	S90746	UNC_MOD1021
P66355	S95329	UNC_MOD0793
P66373	S17442	UW_EPIC_1014
P66426	S41719	UNC_MOD1203
P66432	S11888	UNC_MOD1289
P66438	S67788	UNC_MOD0539
P66448	S57642	JHU_TSS_54_1037_1
P66514	S67462	JHU_TSS_374_1593_1
P66535	S24284	JHU_TSS_296_1449_1
P66546	S67484	UNC_MOD1787
P66549	S81031	UW_EPIC_3864
P66554	S27995	UNC_MOD1523
P66577	S28439	UW_EPIC_7653
P66587	S55038	JHU_TSS_610_2043_1
P66651	S87082	JHU_TSS_502_1867_1
P66691	S99139	UNC_MOD0231
P66707	S82070	UW_EPIC_2261
P66710	S25988	UW_EPIC_1559
P66712	S31853	UNC_MOD1314
P66741	S65946	JHU_CFRD_370_10430_1
P66755	S25726	UNC_MOD0523
P66783	S81578	JHU_TSS_923_2621_1
P66798	S29544	JHU_TSS_785_2368_1
P66827	S56329	JHU_TSS_1021_2868_1
P66842	S17964	UW_EPIC_2240
P66879	S45657	UNC_MOD2407
P66907	S89160	UW_EPIC_4256
P66911	S82741	UNC_MOD1778
P66915	S71747	UNC_MOD1544
P66926	S99868	JHU_TSS_884_2565_1
P66930	S17157	UNC_MOD1334
P66951	S76532	UW_EPIC_2652
P66969	S31484	UNC_MOD2660
P66976	S94146	UNC_MOD2502
P66981	S33587	UW_EPIC_1889
P66987	S77403	JHU_TSS_889_2563_1
P67030	S23044	UW_EPIC_101
P67036	S48720	JHU_TSS_543_1913_1
P67040	S75010	JHU_TSS_807_2404_1
P67050	S22387	UNC_MOD0664
P67056	S35407	JHU_TSS_255_1367_1
P67068	S37158	UNC_MOD1790
P67080	S56186	UW_EPIC_221
P67088	S48502	UW_EPIC_35457
P67099	S11852	UNC_MOD1303
P67107	S13515	JHU_TSS_312_1479_1
P67115	S63631	UW_EPIC_1843
P67133	S12682	UW_EPIC_4173
P67148	S80116	UNC_MOD1245
P67176	S82785	JHU_TSS_263_1558_1
P67181	S24378	UNC_MOD0301
P67195	S73486	UNC_MOD2186
P67199	S49924	JHU_TSS_475_1788_1
P67212	S75185	UW_EPIC_8495
P67214	S28873	JHU_TSS_883_2723_1
P67221	S10886	UNC_MOD2713
P67231	S20906	JHU_TSS_273_1399_1
P67304	S61615	JHU_TSS_40_1015_1
P67329	S68156	UNC_MOD2386
P67359	S10853	UNC_MOD1518
P67381	S10063	JHU_TSS_417_1672_1
P67407	S25187	UW_EPIC_2018
P67430	S23130	UNC_MOD0621
P67454	S65863	UW_EPIC_120
P67479	S66987	UNC_MOD2302
P67525	S36818	JHU_TSS_39_1013_1
P67538	S33198	JHU_TSS_618_2057_1
P67570	S64910	JHU_TSS_223_130_1
P67574	S30661	JHU_TSS_617_2093_1
P67584	S76027	UNC_MOD1446
P67590	S96377	JHU_TSS_717_2229_1
P67610	S79174	UW_EPIC_7843
P67615	S90447	UW_EPIC_1866
P67630	S90619	JHU_TSS_931_2638_1
P67633	S20621	UW_EPIC_163
P67647	S96228	JHU_TSS_664_2132_1
P67672	S97269	UW_EPIC_2673
P67682	S25275	UW_EPIC_1615
P67714	S22223	JHU_TSS_713_2222_1
P67724	S91150	UNC_MOD0548
P67732	S48790	UNC_MOD2718
P67739	S64228	UW_EPIC_4209
P67742	S68172	UW_EPIC_268
P67758	S62872	UW_EPIC_7384
P67759	S27515	UW_EPIC_143
P67778	S79493	UNC_MOD1142
P67780	S23807	UW_EPIC_11431
P67787	S86024	UNC_MOD1443
P67822	S96716	UNC_MOD2492
P67831	S27425	JHU_CFRD_272_10331_1
P67834	S38462	UNC_MOD1822
P67835	S19164	JHU_TSS_222_129_1
P67838	S50836	UNC_MOD0243
P67858	S35099	UNC_CFLD4005
P67862	S55945	JHU_TSS_494_1822_1
P67871	S91142	JHU_TSS_622_2063_1
P67873	S21727	JHU_TSS_422_1726_1
P67919	S80672	UW_EPIC_3590
P67922	S64664	UNC_MOD1802
P67952	S54095	UNC_MOD0367
P67970	S67310	UNC_MOD0856
P67980	S59403	JHU_TSS_85_1093_1
P68010	S70376	JHU_TSS_1027_2842_1
P68012	S54205	UW_EPIC_3098
P68049	S19646	JHU_TSS_704_2204_1
P68067	S95092	UNC_MOD0287
P68088	S72361	UNC_MOD1767
P68123	S65328	UNC_MOD1598
P68125	S58139	UNC_MOD1849
P68134	S30781	UNC_MOD2066
P68135	S10963	JHU_TSS_584_1991_1
P68175	S61898	JHU_TSS_621_2062_1
P68180	S96331	UNC_CFLD9923
P68191	S38084	JHU_TSS_476_1789_1
P68195	S38418	UW_EPIC_251
P68229	S40043	JHU_TSS_144_1191_1
P68262	S85428	JHU_TSS_706_2209_1
P68276	S84168	UNC_MOD2692
P68382	S66470	UNC_MOD1814
P68414	S71265	JHU_TSS_490_1815_1
P68442	S86461	UNC_MOD2408
P68453	S25472	UW_EPIC_2398
P68464	S35450	JHU_TSS_870_2891_1
P68497	S10238	UNC_MOD0596
P68508	S30378	UW_EPIC_1606
P68511	S30893	UW_EPIC_34860
P68517	S13947	JHU_TSS_949_2680_1
P68529	S18558	UNC_MOD2621
P68557	S45966	JHU_TSS_459_1771_1
P68558	S57392	JHU_TSS_69_1064_1
P68564	S48839	JHU_TSS_801_2396_1
P68573	S55822	UW_EPIC_2279
P68578	S54909	UW_EPIC_3633
P68592	S60318	UW_EPIC_1992
P68597	S98872	JHU_TSS_249_1358_1
P68602	S84525	JHU_TSS_756_2532_1
P68635	S99628	UNC_MOD2592
P68637	S68027	UNC_MOD1483
P68675	S38004	UNC_MOD2667
P68698	S13642	UW_EPIC_9217
P68703	S76189	JHU_TSS_253_1365_1
P68704	S10346	JHU_TSS_101_1330_1
P68706	S70815	JHU_TSS_666_2136_1
P68768	S34981	JHU_TSS_907_2637_1
P68791	S83160	JHU_TSS_678_2161_1
P68807	S88068	UW_EPIC_34741
P68808	S53656	UNC_MOD2746
P68828	S88925	JHU_TSS_922_2620_1
P68833	S41688	JHU_CFRD_494_10554_1
P68834	S48291	UW_EPIC_100
P68843	S43535	JHU_CFRD_467_10527_1
P68851	S66286	JHU_TSS_482_1797_1
P68881	S87126	UNC_MOD2565
P68894	S39427	UW_EPIC_3005
P68912	S62667	JHU_TSS_391_1622_1
P68925	S89052	JHU_TSS_124_1311_1
P68935	S87608	UW_EPIC_1732
P68957	S49489	JHU_TSS_516_183_1
P68965	S36029	UW_EPIC_3601
P68982	S80033	UW_EPIC_186
P69001	S23501	UW_EPIC_1704
P69004	S86753	JHU_TSS_772_2341_1
P69015	S71375	UNC_MOD2208
P69025	S64194	UNC_MOD2287
P69035	S15393	UNC_MOD0252
P69050	S55379	JHU_CFRD_152_10192_1
P69070	S17488	UW_EPIC_3600
P69084	S32868	UNC_MOD1196
P69085	S69865	UNC_MOD2458
P69088	S42525	JHU_TSS_436_1713_1
P69101	S23681	UNC_MOD1285
P69129	S48864	JHU_TSS_53_1036_1
P69191	S56160	UNC_MOD0008
P69203	S17051	UW_EPIC_2463
P69209	S46976	JHU_TSS_652_2102_1
P69237	S84252	JHU_TSS_24_1001_1
P69247	S16201	UNC_MOD0324
P69250	S56769	JHU_TSS_1001_2777_1
P69251	S32321	UW_EPIC_1598
P69365	S83619	UNC_MOD0316
P69375	S22691	JHU_TSS_273_1400_1
P69383	S61876	UW_EPIC_2139
P69418	S64295	JHU_TSS_893_233_1
P69427	S66172	UNC_MOD2358
P69449	S37023	JHU_TSS_899_238_1
P69453	S24978	UW_EPIC_178
P69469	S68872	UNC_MOD0685
P69482	S67749	UNC_MOD2745
P69485	S92036	UNC_MOD0483
P69507	S50274	UW_EPIC_1602
P69517	S89129	UW_EPIC_218
P69533	S97420	JHU_TSS_520_1873_1
P69552	S48302	UNC_MOD1850
P69567	S18450	UW_EPIC_2138
P69568	S44895	UW_EPIC_2379
P69571	S42417	JHU_TSS_594_2008_1
P69576	S28013	JHU_TSS_533_1898_1
P69588	S80209	UNC_MOD0471
P69597	S64445	UW_EPIC_1622
