pid	sid	vcf_id
P33379	S45160	JHU_TSS_109_1134_1
P33388	S14115	JHU_TSS_106_84_1
P33476	S65095	UNC_MOD1668
P33484	S16731	UNC_MOD0132
P33497	S81239	JHU_TSS_498_1827_1
P33511	S52626	JHU_TSS_762_2321_1
P33543	S23804	UNC_MOD0907
P33570	S43168	JHU_TSS_986_250_1
P33578	S97572	UNC_MOD0462
P33581	S65636	UNC_MOD0935
P33603	S40073	UNC_MOD1602
P33648	S91561	JHU_TSS_660_2123_1
P33675	S68857	UW_EPIC_3370
P33712	S60368	UW_EPIC_3411
P33718	S92242	JHU_TSS_605_2032_1
P33727	S40468	UW_EPIC_34810
P33743	S73362	UW_EPIC_2568
P33795	S26151	UNC_MOD0940
P33832	S17272	UNC_MOD2303
P33834	S11681	UNC_MOD2264
P33855	S93108	UNC_MOD1607
P33866	S14822	UW_EPIC_3226
P33887	S22350	JHU_TSS_977_2733_1
P33927	S50352	JHU_TSS_1046_2869_1
P33934	S46118	UNC_MOD0988
P33940	S80809	JHU_TSS_645_199_1
P33959	S13197	JHU_TSS_410_1658_1
P33972	S31859	UW_EPIC_35781
P33975	S82665	UNC_MOD1211
P33977	S54110	UNC_MOD0251
P33990	S40169	JHU_TSS_253_1364_1
P33994	S66552	JHU_CFRD_273_10332_1
P34008	S83906	UNC_MOD1125
P34019	S90096	JHU_TSS_1018_2811_1
P34053	S35382	JHU_TSS_357_1560_1
P34088	S76851	JHU_TSS_208_1310_1
P34089	S55240	UW_EPIC_11391
P34093	S37601	UNC_MOD1873
P34095	S99582	UW_EPIC_354
P34114	S56430	UNC_MOD0235
P34115	S34145	UNC_MOD0345
P34119	S95206	JHU_TSS_590_2002_1
P34120	S90463	JHU_TSS_59_1044_1
P34142	S22756	JHU_TSS_570_1962_1
P34187	S60642	JHU_TSS_489_1814_1
P34226	S80513	UW_EPIC_1533
P34235	S91170	JHU_CFRD_390_10450_1
P34246	S98824	UNC_MOD0951
P34284	S24725	JHU_TSS_123_1152_1
P34306	S38802	JHU_TSS_928_2633_1
P34336	S94052	UNC_MOD1672
P34384	S31034	UNC_MOD0037
P34479	S29057	JHU_TSS_730_2254_1
P34494	S41910	UNC_MOD0355
P34522	S46831	JHU_TSS_132_1166_1
P34537	S89061	UNC_MOD0514
P34539	S24768	UW_EPIC_3512
P34561	S86833	UNC_MOD1031
P34618	S59972	JHU_TSS_276_1407_1
P34621	S49607	JHU_TSS_216_1301_1
P34627	S95988	JHU_TSS_269_1393_1
P34632	S64035	UW_EPIC_192
P34656	S86796	JHU_TSS_945_2670_1
P34669	S95333	JHU_TSS_1019_2859_1
P34677	S25889	UNC_MOD1418
P34679	S45100	UW_EPIC_35007
P34686	S39919	JHU_TSS_459_1756_1
P34743	S50616	JHU_TSS_777_2349_1
P34790	S30671	UW_EPIC_1840
P34791	S47147	JHU_TSS_443_1728_1
P34817	S36577	UW_EPIC_2030
P34828	S79494	UNC_MOD1657
P34833	S38831	UW_EPIC_2239
P34843	S84370	UNC_MOD1179
P34865	S77968	UNC_MOD0938
P34892	S76289	UNC_MOD1652
P34943	S50399	UW_EPIC_34747
P34995	S56339	UW_EPIC_3227
P35027	S34200	JHU_TSS_849_2524_1
P35033	S81273	UW_EPIC_34731
P35042	S23854	JHU_CFRD_249_10308_1
P35050	S47223	JHU_TSS_519_1921_1
P35056	S51088	UW_EPIC_2986
P35087	S11423	JHU_TSS_352_1553_1
P35091	S92411	UNC_MOD1782
P35116	S90170	JHU_TSS_986_2749_1
P35128	S70249	JHU_TSS_414_1668_1
P35150	S68122	JHU_TSS_546_1915_1
P35183	S80326	UW_EPIC_426
P35184	S29720	UW_EPIC_3468
P35216	S75960	UW_EPIC_764_1
P35223	S74393	UW_EPIC_125
P35246	S55216	UNC_MOD2704
P35255	S47099	UNC_MOD1041
P35265	S11548	JHU_TSS_889_2564_1
P35272	S81939	UW_EPIC_152
P35273	S85951	UW_EPIC_1491
P35278	S75639	JHU_TSS_158_1424_1
P35285	S67735	UNC_MOD1711
P35384	S39279	UW_EPIC_3612
P35395	S88467	JHU_TSS_51_1076_1
P35396	S18413	UNC_MOD2497
P35402	S25082	UNC_MOD0824
P35417	S66127	UNC_MOD2628
P35418	S76702	UNC_MOD2365
P35429	S68856	UW_EPIC_2433
P35457	S83019	UW_EPIC_2033
P35476	S11990	UNC_MOD1330
P35515	S68835	UW_EPIC_2152
P35555	S99144	JHU_CFRD_226_10280_1
P35583	S88940	UNC_MOD0765
P35596	S86166	UNC_MOD0613
P35599	S89640	UNC_MOD0389
P35629	S35667	UNC_MOD0098
P35635	S91362	UW_EPIC_2022
P35640	S47847	UW_EPIC_378
P35640	S40319	UNC_MOD2425
P35640	S44586	JHU_CFRD_339_10399_1
P35666	S69385	JHU_TSS_165_121_1
P35668	S46932	JHU_TSS_920_2617_1
P35675	S83221	UW_EPIC_9009
P35676	S52901	UNC_MOD0371
P35677	S39705	UNC_MOD1870
P35687	S11683	JHU_TSS_201_1273_1
P35704	S89879	JHU_TSS_13_24_1
P35734	S98381	UNC_MOD1024
P35774	S46696	UNC_MOD0131
P35779	S27309	UNC_MOD1254
P35802	S49182	JHU_TSS_929_2657_1
P35860	S39795	UW_EPIC_35149
P35870	S91220	UNC_CFLD6975
P35873	S65953	UNC_MOD0854
P35879	S76507	JHU_TSS_838_2554_1
P35888	S28759	UNC_MOD0949
P35905	S39236	JHU_TSS_978_2735_1
P35923	S26722	UNC_MOD2257
P35951	S44377	UW_EPIC_2269
P35952	S96178	UNC_MOD1629
P35956	S18439	UW_EPIC_3752
P35964	S68095	UNC_MOD0686
P35989	S21217	UW_EPIC_2333
P35992	S15084	UNC_MOD2739
P35998	S25968	UNC_MOD1347
P36000	S22879	UNC_MOD1640
P36051	S50782	UNC_MOD1175
P36063	S68321	UNC_MOD0492
P36082	S23657	UW_EPIC_106
P36112	S28970	JHU_TSS_433_1703_1
P36118	S62340	UW_EPIC_3371
P36125	S91596	UW_EPIC_2263
P36128	S80298	UW_EPIC_3782
P36129	S49260	JHU_TSS_412_1664_1
P36148	S13552	UNC_MOD2353
P36159	S45750	UNC_MOD2727
P36160	S73588	UW_EPIC_4457_1
P36171	S62561	UNC_MOD0823
P36207	S59079	JHU_TSS_619_2058_1
P36227	S72562	UW_EPIC_1486
P36240	S94475	JHU_TSS_743_2281_1
P36245	S86902	JHU_TSS_367_1581_1
P36279	S80068	UNC_MOD0680
P36296	S24726	JHU_TSS_1053_2892_1
P36324	S43950	UNC_MOD0864
P36332	S58264	UNC_MOD0228
P36334	S20364	JHU_TSS_726_2245_1
P36337	S35000	UNC_MOD2335
P36350	S52298	UW_EPIC_3588
P36361	S78966	JHU_TSS_817_2426_1
P36365	S79173	UNC_MOD1241
P36372	S67292	UW_EPIC_3597
P36391	S56614	UW_EPIC_2275
P36414	S99616	JHU_TSS_120_1150_1
P36457	S27454	JHU_TSS_69_1063_1
P36483	S83440	UNC_MOD1467
P36486	S25976	UNC_MOD2410
P36487	S77853	UW_EPIC_193
P36494	S49063	JHU_CFRD_413_10473_1
P36514	S61406	UNC_MOD1488
P36515	S51138	UNC_MOD0826
P36517	S38853	JHU_TSS_214_1297_1
P36549	S87646	UW_EPIC_4131
P36554	S59085	JHU_TSS_704_2205_1
P36558	S82135	UNC_MOD0414
P36560	S43941	UW_EPIC_35214
P36563	S67156	UNC_CFLD1125
P36575	S35216	UW_EPIC_2089
P36590	S56241	UNC_MOD1327
P36607	S13955	UW_EPIC_399
P36625	S23783	UW_EPIC_3003
P36632	S65995	JHU_TSS_73_1070_1
P36672	S29785	UNC_MOD2342
P36688	S42238	JHU_TSS_853_2494_1
P36713	S83297	UW_EPIC_4916
P36724	S43673	JHU_CFRD_301_10360_1
P36733	S91448	UNC_MOD1032
P36735	S71309	UW_EPIC_1539
P36758	S32959	UNC_MOD1604
P36775	S83861	UNC_MOD0269
P36823	S74337	UNC_MOD1480
P36841	S90729	JHU_TSS_521_1937_1
P36856	S62807	UW_EPIC_3038
P36864	S25620	JHU_TSS_559_191_1
P36876	S59229	UW_EPIC_8484
P36883	S70616	UNC_MOD2593
P36909	S66205	UNC_MOD0077
P36919	S37670	JHU_TSS_36_1011_1
P36922	S76517	JHU_TSS_192_1255_1
P36946	S80327	JHU_TSS_929_2634_1
P36947	S96705	JHU_TSS_20_38_1
P36971	S34106	UNC_MOD0127
P36981	S33544	JHU_TSS_491_1818_1
P36984	S69582	UW_EPIC_2659
P37007	S77978	UW_EPIC_401
P37012	S28067	UNC_CFLD13482
P37034	S17616	UW_EPIC_2167
P37047	S29978	UW_EPIC_3230
P37059	S80156	UNC_MOD1384
P37073	S63563	JHU_CFRD_307_10366_1
P37077	S80743	JHU_TSS_63_1051_1
P37092	S80581	UNC_MOD0609
P37096	S16512	UNC_MOD0234
P37105	S10825	UW_EPIC_149
P37120	S55816	UW_EPIC_2840
P37135	S91211	UW_EPIC_35787
P37147	S42848	UW_EPIC_3165_1
P37150	S94224	JHU_TSS_984_2745_1
P37171	S33535	JHU_TSS_476_1790_1
P37175	S57685	JHU_TSS_404_1648_1
P37180	S70644	UNC_MOD2295
P37212	S65067	UNC_MOD2348
P37216	S38682	UW_EPIC_224
P37220	S76749	UNC_MOD2711
P37247	S65373	JHU_TSS_728_2250_1
P37257	S11117	UW_EPIC_7654
P37259	S46356	UNC_MOD0497
P37262	S21151	JHU_TSS_948_2676_1
P37272	S96491	UNC_MOD0689
P37281	S12629	UNC_MOD2541
P37294	S78159	UW_EPIC_2008
P37305	S10610	UNC_MOD1475
P37336	S43062	UW_EPIC_3472
P37347	S64245	JHU_TSS_681_2166_1
P37356	S33429	UNC_MOD1210
P37404	S11775	UW_EPIC_2127
P37405	S26608	UNC_MOD1515
P37447	S99874	UNC_MOD0847
P37466	S12436	JHU_TSS_667_2138_1
P37473	S77279	UNC_MOD0334
P37476	S10831	UNC_MOD0869
P37493	S78807	UNC_MOD1359
P37502	S96703	UNC_MOD2389
P37516	S88470	JHU_TSS_594_2007_1
P37558	S69183	JHU_TSS_208_1287_1
P37560	S67973	UNC_MOD1029
P37594	S68668	UNC_MOD2396
P37600	S65839	JHU_TSS_720_2235_1
P37619	S58305	UW_EPIC_35229
P37629	S52999	UNC_MOD0668
P37659	S68134	UW_EPIC_3363
P37670	S40009	JHU_CFRD_296_10355_1
P37679	S69488	UNC_MOD2192
P37687	S13551	UW_EPIC_2189
P37725	S71416	UW_EPIC_2927
P37736	S82312	UW_EPIC_35198
P37766	S43648	JHU_TSS_197_1265_1
P37833	S29994	UNC_MOD1168
P37841	S45851	UNC_MOD2074
P37856	S84860	UW_EPIC_3783
P37904	S29447	UW_EPIC_2027_2
P37947	S41257	UW_EPIC_1930
P37951	S64326	UW_EPIC_8331
P37953	S68456	UNC_MOD2290
P37961	S47431	JHU_TSS_468_1777_1
P37965	S39812	JHU_TSS_24_1000_1
P37967	S78975	UW_EPIC_35218
P38010	S84257	UW_EPIC_11445
P38015	S60946	UNC_MOD1431
P38019	S84422	UNC_MOD2379
P38036	S97016	UNC_MOD0617
P38062	S40459	UNC_MOD1576
P38075	S10440	UW_EPIC_1524
P38107	S44788	JHU_TSS_146_101_1
P38126	S73095	JHU_CFRD_221_10275_1
P38147	S47111	UNC_MOD0643
P38154	S93448	UNC_MOD0177
P38162	S66538	UNC_MOD2375
P38172	S87706	UW_EPIC_1575
P38193	S95070	JHU_TSS_191_1253_1
P38196	S25163	JHU_TSS_183_1242_1
P38214	S89452	JHU_TSS_910_2599_1
P38219	S63394	UW_EPIC_1989
P38255	S71008	UW_EPIC_1569
P38265	S58024	UW_EPIC_2222
P38296	S46667	UNC_MOD1682
P38317	S72881	UW_EPIC_4215
P38328	S64878	JHU_TSS_487_1809_1
P38364	S18918	UNC_MOD1956
P38407	S67576	JHU_TSS_974_2719_1
P38418	S58270	UNC_MOD2610
P38429	S75610	JHU_TSS_1003_2784_1
P38475	S40873	JHU_TSS_164_1220_1
P38498	S32823	JHU_TSS_457_1752_1
P38560	S90452	UNC_MOD2181
P38585	S58596	JHU_TSS_748_2289_1
P38623	S41333	JHU_CFRD_310_10369_1
P38626	S32915	JHU_TSS_718_2239_1
P38671	S42577	UW_EPIC_1013
P38678	S14291	UW_EPIC_272
P38681	S76196	UW_EPIC_10907
P38695	S61897	JHU_TSS_153_1201_1
P38707	S94860	JHU_CFRD_115_10143_1
P38730	S78420	UW_EPIC_1135
P38732	S60129	JHU_TSS_105_1127_1
P38742	S26133	UNC_MOD0438
P38765	S85888	JHU_TSS_33_1006_1
P38791	S73839	UNC_MOD1465
P38797	S75416	UW_EPIC_1498
P38799	S14565	UNC_MOD0448
P38830	S95292	UNC_MOD0186_2
P38832	S42371	UW_EPIC_145
P38840	S13709	JHU_CFRD_374_10434_1
P38854	S81410	UNC_MOD0888
P38922	S99046	JHU_TSS_538_1905_1
P38924	S98155	UW_EPIC_2063
P38931	S41958	JHU_TSS_446_1735_1
P39004	S53277	JHU_TSS_845_2483_1
P39016	S94342	UNC_MOD1177
P39037	S91959	JHU_TSS_407_1674_1
P39042	S40626	UNC_MOD2577
P39053	S11574	UNC_MOD1917
P39058	S47527	JHU_TSS_549_1924_1
P39101	S64374	UW_EPIC_146
P39119	S20233	UNC_MOD0656
P39128	S24877	JHU_TSS_946_2673_1
P39179	S38250	UNC_MOD2289
P39256	S87581	UNC_MOD2707
P39300	S55888	JHU_TSS_421_1682_1
P39307	S64186	JHU_TSS_103_1122_1
P39333	S91748	UW_EPIC_2130
P39349	S34410	JHU_TSS_349_156_1
P39350	S18395	UNC_MOD1908
P39361	S37033	UNC_MOD1380
P39363	S21323	JHU_TSS_108_1131_1
P39369	S77861	UNC_MOD0342
P39383	S88636	JHU_TSS_568_1956_1
P39397	S70033	UW_EPIC_4190_1
P39407	S18356	JHU_TSS_683_2170_1
P39449	S13359	UW_EPIC_3246
P39455	S23688	UW_EPIC_3236
P39458	S88450	JHU_TSS_262_1379_1
P39474	S20625	JHU_TSS_780_2356_1
P39484	S67581	UNC_MOD0721
P39491	S85881	UW_EPIC_2541
P39506	S81229	UW_EPIC_3163
P39516	S28138	UNC_MOD1393
P39519	S20986	JHU_CFRD_477_10537_1
P39551	S76446	UW_EPIC_1679
P39564	S34790	UNC_MOD0958
P39601	S15691	UNC_MOD1872
P39633	S86912	UNC_MOD1774
P39674	S12175	UNC_MOD0395
P39678	S89824	JHU_CFRD_372_10432_1
P39683	S87590	UNC_MOD0663
P39694	S89729	JHU_TSS_446_1734_1
P39708	S83332	UW_EPIC_34992
P39714	S45764	UNC_MOD2359
P39732	S35263	JHU_TSS_744_2283_1
P39741	S92029	JHU_TSS_917_2611_1
P39828	S26790	JHU_TSS_434_1709_1
P39846	S75666	UW_EPIC_2419
P39855	S18858	JHU_TSS_599_2017_1
P39870	S36794	UNC_MOD1422
P39889	S15168	UNC_MOD2671
P39899	S66156	JHU_TSS_42_1018_1
P39900	S56067	UNC_MOD1022
P39902	S39780	JHU_TSS_79_1083_1
P39931	S30902	JHU_TSS_804_2412_1
P39975	S24450	JHU_TSS_1047_2873_1
P40003	S78182	UW_EPIC_36412
P40029	S58761	JHU_TSS_89_1105_1
P40070	S57405	UNC_MOD0825
P40097	S60240	JHU_TSS_587_2055_1
P40115	S78585	UW_EPIC_2468
P40143	S85480	JHU_TSS_182_125_1
P40145	S22959	JHU_TSS_723_2241_1
P40183	S57678	UNC_MOD1994
P40213	S61221	UW_EPIC_2190
P40225	S21690	UNC_MOD2444
P40237	S93428	UNC_MOD1704
P40276	S20368	UNC_MOD0344
P40277	S28858	JHU_TSS_719_2232_1
P40304	S14949	JHU_TSS_808_2413_1
P40305	S76556	UNC_MOD0645
P40318	S91404	UW_EPIC_2550
P40358	S95513	UW_EPIC_420
P40370	S81598	UNC_MOD0256
P40380	S78492	JHU_TSS_142_1187_1
P40390	S37479	JHU_TSS_927_2631_1
P40450	S45812	JHU_TSS_970_2737_1
P40451	S94162	UW_EPIC_8531_1
P40457	S95855	UNC_MOD1427
P40499	S56526	JHU_TSS_939_2730_1
P40527	S80722	UNC_MOD1099
P40558	S75808	UW_EPIC_2077
P40560	S51963	UW_EPIC_2182
P40565	S84546	UNC_MOD2390
P40570	S48694	UW_EPIC_412
P40596	S72811	JHU_TSS_310_1474_1
P40627	S84184	UNC_MOD1923
P40627	S93278	UW_EPIC_343
P40669	S57984	UW_EPIC_4099
P40714	S43148	UNC_MOD1278
P40736	S66093	UNC_MOD2323
P40756	S80260	UNC_CFLD11014
P40760	S52455	JHU_TSS_227_1323_1
P40781	S66975	UW_EPIC_184
P40785	S61318	JHU_TSS_888_2562_1
P40787	S31143	UW_EPIC_112
P40795	S79800	JHU_TSS_215_1300_1
P40797	S86303	JHU_TSS_319_1494_1
P40799	S69692	JHU_TSS_761_2317_1
P40803	S27118	UNC_MOD0760
P40806	S86499	UNC_MOD1871
P40836	S56866	UNC_MOD0347
P40843	S12779	UW_EPIC_3574
P40858	S75126	JHU_TSS_915_2607_1
P40863	S86706	UW_EPIC_2131
P40879	S85493	UNC_MOD0815
P40894	S10694	JHU_TSS_620_2059_1
P40917	S12552	JHU_TSS_440_1724_1
P40928	S27316	UNC_MOD1751
P40956	S33064	UW_EPIC_1527
P40964	S79926	JHU_TSS_850_2490_1
P40969	S82191	JHU_TSS_630_197_1
P40999	S91731	UW_EPIC_3928
P41004	S92718	UW_EPIC_2460
P41006	S37117	JHU_TSS_655_2111_1
P41013	S75259	UNC_MOD0093
P41045	S66449	JHU_TSS_342_1539_1
P41063	S59812	JHU_TSS_754_2301_1
P41079	S85563	JHU_TSS_1042_2880_1
P41129	S56883	UW_EPIC_2298
P41172	S46223	JHU_TSS_234_1337_1
P41237	S73106	UNC_MOD0608
P41240	S28919	UNC_MOD1421
P41288	S29680	UW_EPIC_2994
P41304	S90127	UNC_MOD1726
P41331	S79035	JHU_TSS_405_1676_1
P41337	S46320	UNC_MOD1430
P41358	S66516	UW_EPIC_142
P41379	S27497	UNC_MOD0249
P41396	S75249	UNC_MOD2546
P41455	S88143	UNC_MOD1367
P41466	S30531	UNC_MOD2503
P41531	S50294	UNC_MOD2078
P41534	S13173	JHU_CFRD_410_10470_1
P41591	S99083	UNC_MOD0063
P41655	S59724	UW_EPIC_2087
P41673	S22429	UNC_MOD0724
P41684	S62640	UW_EPIC_2613
P41713	S28155	UNC_MOD2723
P41718	S65822	UNC_MOD1103
P41736	S50203	UW_EPIC_1638
P41740	S77746	JHU_TSS_228_1325_1
P41762	S64153	UNC_MOD1078
P41786	S78383	UNC_MOD1539
P41793	S55587	UW_EPIC_472
P41794	S71407	UW_EPIC_463
P41816	S26872	UNC_MOD1218
P41838	S53321	UNC_MOD2313
P41912	S26656	JHU_TSS_856_2508_1
P41938	S65944	UNC_MOD0675
P41978	S68580	UW_EPIC_166
P41979	S86049	JHU_TSS_504_1840_1
P41990	S34507	UW_EPIC_1604
P42006	S56260	UW_EPIC_2660
P42032	S41773	JHU_TSS_685_2589_1
P42053	S33357	UW_EPIC_1492
P42065	S21121	UW_EPIC_1624
P42065	S76994	JHU_TSS_507_1847_1
P42075	S61149	UNC_MOD1432
P42090	S86155	UW_EPIC_1006
P42098	S92374	JHU_TSS_860_2531_1
P42140	S22566	UW_EPIC_429
P42164	S96096	UW_EPIC_1988
P42178	S84185	JHU_CFRD_474_10534_1
P42179	S37547	UW_EPIC_2328
P42210	S16651	UW_EPIC_396
P42220	S17084	UNC_MOD1689
P42319	S36703	UNC_MOD2726
P42321	S24007	UW_EPIC_4140
P42336	S50306	JHU_TSS_859_2506_1
P42362	S19842	UNC_MOD0554
P42366	S42830	UW_EPIC_3148
P42381	S94908	JHU_TSS_918_2613_1
P42385	S66850	UW_EPIC_2243
P42391	S14875	UNC_MOD0936
P42401	S38408	UNC_MOD2504
P42435	S14771	UNC_MOD0592
P42459	S52831	UNC_MOD0476
P42495	S97949	UW_EPIC_3412
P42523	S27179	JHU_TSS_744_2538_1
P42585	S26380	UNC_MOD2475
P42586	S12316	UNC_MOD0601
P42595	S12795	JHU_TSS_710_2217_1
P42611	S50224	JHU_TSS_964_2703_1
P42612	S88250	UNC_MOD1400
P42627	S18138	UNC_MOD2478
P42646	S67258	JHU_TSS_310_1475_1
P42673	S16672	JHU_TSS_755_2303_1
P42687	S47088	UW_EPIC_3146
P42714	S38456	UW_EPIC_1985
P42727	S97349	JHU_TSS_229_1326_1
P42732	S58453	UNC_MOD2171
P42739	S88554	JHU_TSS_254_1366_1
P42747	S22262	UW_EPIC_1614
P42753	S65206	JHU_TSS_1042_2865_1
P42773	S30682	UNC_MOD0109
P42777	S47117	UW_EPIC_2009
P42779	S13429	UNC_MOD1310
P42780	S98314	UNC_MOD1496
P42794	S44067	UW_EPIC_3592
P42801	S21511	UNC_MOD1000
P42825	S87563	JHU_TSS_105_1128_1
P42831	S73370	UW_EPIC_1636
P42855	S66563	UNC_MOD0472
P42860	S79021	UW_EPIC_2645
P42875	S29671	UNC_MOD0139
P42882	S64765	JHU_TSS_715_2253_1
P42908	S48371	JHU_BL_02_1
P42916	S54822	JHU_TSS_841_2474_1
P42921	S64917	UNC_MOD0233
P42924	S22927	UNC_MOD1112
P42978	S59292	UNC_MOD0707
P42997	S86101	UW_EPIC_1009
P43016	S11665	UW_EPIC_35042
P43047	S82938	UNC_MOD0110
P43052	S65923	UNC_MOD1960
P43054	S48618	UW_EPIC_35224
P43084	S36027	UNC_MOD0486
P43089	S54826	UNC_MOD0410
P43099	S26619	UW_EPIC_1976
P43103	S31189	UNC_MOD1815
P43112	S72553	UNC_MOD1315
P43118	S90080	JHU_TSS_304_1464_1
P43135	S71272	UNC_MOD2634
P43152	S70194	JHU_TSS_410_1659_1
P43153	S90735	JHU_TSS_234_1338_1
P43174	S73884	UNC_MOD0148
P43180	S20512	JHU_TSS_798_2391_1
P43222	S28771	UNC_MOD1701
P43225	S83068	UNC_MOD0923
P43242	S67915	JHU_TSS_1037_2856_1
P43243	S78985	UNC_MOD1108
P43255	S26615	JHU_TSS_250_1370_1
P43299	S65709	UW_EPIC_352
P43316	S37988	JHU_TSS_463_1764_1
P43323	S48213	UNC_MOD1565
P43362	S27674	JHU_TSS_114_89_1
P43379	S25289	JHU_TSS_167_1223_1
P43404	S26992	UNC_MOD0833
P43411	S34532	UNC_MOD2573
P43424	S71731	UNC_MOD1756
P43444	S30572	JHU_TSS_407_1660_1
P43460	S50099	JHU_TSS_830_2443_1
P43463	S36300	JHU_TSS_803_2399_1
P43475	S11198	JHU_TSS_734_2262_1
P43508	S95934	UNC_MOD1938
P43512	S97265	UW_EPIC_1932
P43527	S58556	UW_EPIC_2418
P43543	S77470	UNC_MOD2427
P43579	S83329	UW_EPIC_3610
P43588	S53249	UW_EPIC_1570
P43592	S75861	UW_EPIC_3519_2
P43594	S53580	JHU_TSS_163_1219_1
P43610	S57328	JHU_TSS_547_1918_1
P43618	S26431	UW_EPIC_2326
P43642	S45326	UNC_MOD1065
P43660	S81673	UNC_MOD0876
P43731	S32479	UW_EPIC_1699
P43735	S12170	UW_EPIC_3330
P43741	S99621	UW_EPIC_6761
P43748	S38215	UW_EPIC_11446
P43755	S60270	UNC_MOD1733
P43783	S19246	UW_EPIC_2438
P43796	S42109	UW_EPIC_3755
P43802	S46314	JHU_TSS_112_1139_1
P43803	S49004	UNC_MOD1812
P43804	S47649	JHU_TSS_439_1720_1
P43824	S74084	JHU_TSS_259_1374_1
P43844	S77769	UW_EPIC_2842
P43850	S18724	JHU_TSS_709_2215_1
P43855	S10074	UNC_MOD0526
P43861	S45259	UNC_MOD1145
P43876	S23851	JHU_TSS_456_1750_1
P43886	S39349	UW_EPIC_3026
P43898	S48436	UNC_MOD2201
P43902	S56670	UW_EPIC_1513
P43910	S57049	UW_EPIC_2332_2
P43930	S52925	UW_EPIC_369
P43933	S53387	UNC_MOD1501
P43937	S82263	UNC_MOD1837
P43939	S80637	JHU_TSS_707_2211_1
P43942	S81308	UW_EPIC_2272
P43965	S11811	JHU_CFRD_271_10330_1
P43972	S47988	JHU_TSS_393_1627_1
P43978	S26019	JHU_TSS_117_1143_1
P44002	S82972	UNC_MOD0850
P44003	S19973	JHU_TSS_456_1766_1
P44026	S65999	UW_EPIC_35228
P44040	S94692	UNC_MOD1747
P44044	S46669	UW_EPIC_1676
P44050	S32091	JHU_TSS_30_56_1
P44065	S89777	UNC_MOD0788
P44074	S75701	JHU_TSS_828_2438_1
P44094	S30148	UW_EPIC_1140
P44118	S49614	JHU_TSS_61_72_1
P44130	S13065	JHU_TSS_805_2403_1
P44131	S13848	UW_EPIC_3625
P44169	S67709	JHU_TSS_511_1855_1
P44178	S49947	UNC_MOD1667
P44190	S40879	UNC_MOD2545
P44190	S32475	JHU_TSS_612_2046_1
P44205	S80489	JHU_CFRD_154_10194_1
P44309	S54214	UNC_MOD0468
P44348	S69049	UW_EPIC_4144
P44359	S18915	JHU_TSS_52_1034_1
P44362	S61121	UW_EPIC_132
P44419	S50719	JHU_TSS_265_1385_1
P44430	S27650	JHU_TSS_630_2075_1
P44433	S98467	JHU_TSS_775_212_1
P44477	S36566	UNC_MOD2075
P44488	S11823	UW_EPIC_4128
P44490	S41604	JHU_CFRD_452_10512_1
P44496	S22439	JHU_CFRD_376_10436_1
P44501	S62464	UNC_MOD2160
P44504	S72436	UNC_MOD1080
P44519	S26760	UNC_MOD0662
P44521	S86632	UNC_MOD0176
P44538	S14928	UW_EPIC_2290
P44542	S69486	JHU_TSS_87_1099_1
P44543	S38656	JHU_CFRD_267_10326_1
P44545	S32595	UNC_MOD0372
P44564	S23610	UNC_MOD1373
P44578	S24366	UW_EPIC_36415
P44579	S39937	UNC_MOD2556
P44582	S26074	UNC_MOD2694
P44586	S78356	JHU_TSS_84_1097_1
P44602	S70877	UNC_MOD0338
P44604	S40945	JHU_TSS_361_1567_1
P44629	S27566	JHU_TSS_49_1030_1
P44640	S37953	UNC_MOD1178
P44690	S69102	JHU_TSS_1046_2870_1
P44694	S93412	JHU_TSS_926_2629_1
P44723	S77516	UNC_CFLD3629
P44724	S89517	JHU_TSS_57_1042_1
P44729	S27619	UNC_MOD0967
P44783	S13123	UNC_MOD0719
P44796	S51278	UW_EPIC_34722
P44855	S97303	JHU_TSS_374_1592_1
P44864	S23942	UNC_MOD1336
P44878	S60422	UW_EPIC_119
P44879	S62746	JHU_TSS_262_1380_1
P44900	S96201	UNC_MOD2416
P44906	S78826	UNC_MOD1777
P44933	S72687	JHU_TSS_935_2855_1
P44966	S35203	UW_EPIC_1683
P45003	S78051	UNC_MOD2406
P45063	S27471	JHU_TSS_351_1551_1
P45066	S57349	JHU_TSS_525_1883_1
P45079	S69837	JHU_TSS_576_1975_1
P45087	S19345	UW_EPIC_35184
P45135	S58048	UW_EPIC_2185
P45152	S96002	JHU_TSS_507_1846_1
P45152	S93316	UW_EPIC_1623
P45200	S35779	JHU_TSS_708_2213_1
P45202	S31270	UW_EPIC_1728
P45208	S98169	UNC_MOD0515
P45255	S94266	UW_EPIC_148
P45257	S15391	UNC_MOD2724
P45295	S40989	UNC_MOD1984
P45305	S42021	UW_EPIC_1530
P45319	S76521	UNC_MOD1034
P45349	S57649	JHU_TSS_1028_2833_1
P45402	S32641	UW_EPIC_431
P45433	S24884	UW_EPIC_2309
P45469	S63273	UNC_MOD0845
P45476	S54963	JHU_CFRD_397_10457_1
P45479	S20255	JHU_TSS_1008_2807_1
P45481	S38816	JHU_TSS_1004_2781_1
P45485	S94791	JHU_TSS_665_2134_1
P45504	S86938	JHU_TSS_242_1349_1
P45525	S56302	UNC_MOD2377
P45532	S30362	UNC_MOD1228
P45542	S31852	UNC_MOD0501
P45544	S30203	UNC_MOD1914
P45552	S28080	JHU_TSS_146_100_1
P45561	S77886	JHU_TSS_652_2103_1
